Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,country_url
157,=,La Quinta Estacion - El Sol No Regresa,784.0,76.0,,208125.0,7923.0,1047211.0,208125.0,80953168.0,https://kworb.net/spotify/country/mx_daily.html
158,+21,rusowsky - neo roneo (w/ LATIN MAFIA),2.0,158.0,,207224.0,17310.0,397138.0,207224.0,397138.0,https://kworb.net/spotify/country/mx_daily.html
159,-49,El Cartel De Nuevo Leon - Pajarillo,36.0,82.0,,206784.0,-19246.0,1559110.0,206784.0,8187310.0,https://kworb.net/spotify/country/mx_daily.html
160,-16,JuliÃ³n Ãlvarez y su NorteÃ±o Banda - Lo Tienes Todo,976.0,12.0,,206558.0,-235.0,1598630.0,-3658.0,382636620.0,https://kworb.net/spotify/country/mx_daily.html
161,+10,LeÃ³n Larregui - Brillas,3649.0,41.0,,205817.0,13955.0,1258631.0,-14267.0,497653282.0,https://kworb.net/spotify/country/mx_daily.html
162,+6,Omar Courtz - KOKO,121.0,69.0,,205188.0,11328.0,1438815.0,-3668.0,31118783.0,https://kworb.net/spotify/country/mx_daily.html
163,-40,Maluma - SegÃºn QuiÃ©n (w/ CarÃ­n LeÃ³n),758.0,5.0,,204897.0,-12445.0,1575130.0,-69.0,377157831.0,https://kworb.net/spotify/country/mx_daily.html
164,+14,Miranda! - Perfecta,39.0,158.0,,204771.0,14530.0,803363.0,5824.0,8087958.0,https://kworb.net/spotify/country/mx_daily.html
165,-3,Rauw Alejandro - KhÃ©? (w/ Romeo Santos),520.0,10.0,,204540.0,7982.0,1303533.0,4674.0,203715391.0,https://kworb.net/spotify/country/mx_daily.html
166,-12,ZoÃ© - Labios Rotos - En Vivo,785.0,74.0,,203646.0,1245.0,1214193.0,-8698.0,151272786.0,https://kworb.net/spotify/country/mx_daily.html
167,RE,Harry Styles - As It Was,841.0,1.0,(x25),203299.0,,203299.0,203299.0,292489536.0,https://kworb.net/spotify/country/mx_daily.html
168,RE,Rauw Alejandro - El Efecto (w/ Chencho Corleone),529.0,10.0,,202217.0,,413433.0,202217.0,88772568.0,https://kworb.net/spotify/country/mx_daily.html
169,RE,Moy Bobadilla - CorazÃ³n,111.0,105.0,,200946.0,,846419.0,200946.0,25568034.0,https://kworb.net/spotify/country/mx_daily.html
170,+14,Romeo Santos - Dardos (w/ Prince Royce),14.0,104.0,,200876.0,11940.0,1433971.0,200876.0,3295594.0,https://kworb.net/spotify/country/mx_daily.html
171,+9,Peso Pluma - NUEVA VIDA,975.0,29.0,,200866.0,11199.0,1430178.0,200866.0,307289286.0,https://kworb.net/spotify/country/mx_daily.html
172,+20,Los Enanitos Verdes - Lamento Boliviano,2006.0,60.0,,199508.0,12830.0,1242889.0,-9185.0,248133936.0,https://kworb.net/spotify/country/mx_daily.html
173,-4,Fuerza Regida - INMORTAL (w/ Chuyin),511.0,35.0,,199499.0,7438.0,1487640.0,199499.0,135546637.0,https://kworb.net/spotify/country/mx_daily.html
174,+3,Gabito Ballesteros - 7 DÃAS (w/ Tito Double P),286.0,13.0,,199318.0,8943.0,1230278.0,-26491.0,109148989.0,https://kworb.net/spotify/country/mx_daily.html
175,-8,La Mosca - Para No Verte MÃ¡s,34.0,102.0,,199176.0,4126.0,1458213.0,-16978.0,5603639.0,https://kworb.net/spotify/country/mx_daily.html
176,-18,LOS DOS DE TAMAULIPAS - SÃºper Snake (w/ Luis R Conriquez),67.0,111.0,,199073.0,-676.0,1237492.0,199073.0,14846189.0,https://kworb.net/spotify/country/mx_daily.html
177,+20,Calle 24 - Apaga El Cel (w/ Chino Pacas),401.0,8.0,,199025.0,13547.0,796484.0,199025.0,175530429.0,https://kworb.net/spotify/country/mx_daily.html
178,RE,Elefante - De la Noche a la MaÃ±ana,18.0,115.0,,197945.0,,197945.0,-21544.0,3877005.0,https://kworb.net/spotify/country/mx_daily.html
179,-15,Tito Double P - LINDA (w/ Neton Vega),671.0,8.0,,197793.0,1420.0,1451898.0,197793.0,313360198.0,https://kworb.net/spotify/country/mx_daily.html
180,+11,Julieta Venegas - Me Voy,321.0,53.0,,197317.0,10412.0,1008206.0,197317.0,81160776.0,https://kworb.net/spotify/country/mx_daily.html
181,RE,Feid - LUNA (w/ ATL Jacob),920.0,10.0,,197189.0,,834597.0,-23361.0,374920036.0,https://kworb.net/spotify/country/mx_daily.html
182,-8,Oscar Maydon - Amigos? No. (w/ Neton Vega),507.0,4.0,,196920.0,5697.0,1012365.0,-15914.0,267119612.0,https://kworb.net/spotify/country/mx_daily.html
183,RE,Ariana Grande - hate that i made you love me,35.0,48.0,,196445.0,,196445.0,-3844.0,8495253.0,https://kworb.net/spotify/country/mx_daily.html
184,RE,Romeo Santos - Propuesta Indecente,593.0,20.0,,196402.0,,820207.0,196402.0,16261744.0,https://kworb.net/spotify/country/mx_daily.html
185,+5,Elefante - Ãngel,50.0,115.0,,195469.0,8133.0,382805.0,-40299.0,10698367.0,https://kworb.net/spotify/country/mx_daily.html
186,-11,Fuerza Regida - UNA CERVEZA (w/ Manuel Turizo),738.0,20.0,,195239.0,4766.0,590005.0,195239.0,246059029.0,https://kworb.net/spotify/country/mx_daily.html
187,RE,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),64.0,26.0,,194750.0,,830823.0,-4227.0,20559833.0,https://kworb.net/spotify/country/mx_daily.html
188,RE,Boza - oriÃ³N (w/ ELENA ROSE),11.0,137.0,,194107.0,,1022227.0,-26182.0,2288786.0,https://kworb.net/spotify/country/mx_daily.html
189,+10,"EL DE LA TINTA - holanda (w/ Angel Cervantes, Sahir Montoya)",47.0,93.0,,194094.0,9079.0,1509165.0,194094.0,10730865.0,https://kworb.net/spotify/country/mx_daily.html
190,-2,Oliver Tree - Life Goes On,197.0,10.0,,194057.0,5828.0,800434.0,-8340.0,51257427.0,https://kworb.net/spotify/country/mx_daily.html
191,-5,Alfredo Olivas - Vete,910.0,24.0,,193949.0,5505.0,786020.0,193949.0,311724292.0,https://kworb.net/spotify/country/mx_daily.html
192,-41,Alta Consigna - Culpable TÃº,46.0,99.0,,193774.0,-11569.0,1509439.0,-20637.0,10256179.0,https://kworb.net/spotify/country/mx_daily.html
193,NEW,La Santa Grifa - Table Dance (w/ Chino El Don),1.0,193.0,,193643.0,,193643.0,193643.0,193643.0,https://kworb.net/spotify/country/mx_daily.html
194,-11,Luis Miguel - La Incondicional,1796.0,13.0,,193559.0,4247.0,587712.0,-11657.0,222010725.0,https://kworb.net/spotify/country/mx_daily.html
195,RE,La Oreja de Van Gogh - La Playa,9.0,169.0,,193214.0,,600217.0,193214.0,1280839.0,https://kworb.net/spotify/country/mx_daily.html
196,RE,Rauw Alejandro - Todo De Ti,1308.0,1.0,(x93),193211.0,,193211.0,-17255.0,442521834.0,https://kworb.net/spotify/country/mx_daily.html
197,-8,Los Enanitos Verdes - La Muralla Verde,383.0,44.0,,192853.0,4722.0,790330.0,192853.0,68032819.0,https://kworb.net/spotify/country/mx_daily.html
198,RE,Plan B - Si No Le Contesto,81.0,144.0,,192849.0,,813700.0,-8358.0,16126188.0,https://kworb.net/spotify/country/mx_daily.html
199,-17,Herencia De Grandes - Ya Fue,252.0,49.0,,192836.0,3399.0,1456579.0,-24510.0,75764970.0,https://kworb.net/spotify/country/mx_daily.html
200,-19,La Arrolladora Banda El LimÃ³n De Rene Camacho - El Ruido De Tus Zapatos,563.0,56.0,,192474.0,2838.0,1236946.0,192474.0,58853181.0,https://kworb.net/spotify/country/mx_daily.html
1,=,Shakira - Dai Dai (w/ Burna Boy),71.0,1.0,(x15),200666.0,-2655.0,1531840.0,-34897.0,12420665.0,https://kworb.net/spotify/country/nl_daily.html
2,=,Rutger van Barneveld - Zwoele Zomernachten,52.0,1.0,(x28),178470.0,6103.0,1366510.0,-5631.0,10389904.0,https://kworb.net/spotify/country/nl_daily.html
3,=,Justen de Wildt - Cheerio,115.0,1.0,(x8),144634.0,4032.0,1074822.0,8720.0,18278231.0,https://kworb.net/spotify/country/nl_daily.html
4,=,ANOTR - Talk To You (ft. 54 Ultra),47.0,3.0,(x4),133605.0,4180.0,928861.0,4778.0,6377613.0,https://kworb.net/spotify/country/nl_daily.html
5,+1,HUGEL - Jamaican (Bam Bam) (w/ SOLTO (FR)),133.0,5.0,,129159.0,6827.0,876874.0,6905.0,12068693.0,https://kworb.net/spotify/country/nl_daily.html
6,-1,KM - BLIJF RUSTIG,12.0,3.0,(x2),121437.0,-1924.0,905577.0,-18215.0,1644484.0,https://kworb.net/spotify/country/nl_daily.html
7,=,The Bausa - Magnetic,152.0,6.0,,116943.0,3554.0,815401.0,3552.0,15655390.0,https://kworb.net/spotify/country/nl_daily.html
8,=,"Idaly - POPULAIR (w/ Ronnie Flex, Frenna)",61.0,1.0,(x15),114058.0,3509.0,804061.0,-7531.0,10934972.0,https://kworb.net/spotify/country/nl_daily.html
9,=,Robert van Hemert - MoÃ«t Dat Nou (w/ Donnie),201.0,1.0,(x1),109092.0,1307.0,824929.0,781.0,23895571.0,https://kworb.net/spotify/country/nl_daily.html
10,+1,Mauvais djo - PilÃ©,71.0,10.0,,94680.0,2457.0,665522.0,641.0,6316980.0,https://kworb.net/spotify/country/nl_daily.html
11,-1,Roxy Dekker - SUPERSTAR,33.0,2.0,(x2),93201.0,-3020.0,711668.0,-18302.0,5127322.0,https://kworb.net/spotify/country/nl_daily.html
12,+2,Jonas Blue - Edge of Desire (w/ Malive),148.0,12.0,,90409.0,3058.0,634346.0,8431.0,8983849.0,https://kworb.net/spotify/country/nl_daily.html
13,+2,Prospa - Free Your Mind (w/ Cloonee),106.0,13.0,,89146.0,2665.0,628142.0,-634.0,8916396.0,https://kworb.net/spotify/country/nl_daily.html
14,-2,Bruno Mars - I Just Might,201.0,1.0,(x6),88315.0,-804.0,637744.0,2055.0,27146853.0,https://kworb.net/spotify/country/nl_daily.html
15,-2,Robert van Hemert - Zandloopster,54.0,3.0,(x5),88021.0,-1084.0,660500.0,-1577.0,6865037.0,https://kworb.net/spotify/country/nl_daily.html
16,+1,"Frsh - Bare Minimum (Starboy) (w/ KM, LA$$A)",187.0,2.0,(x2),84753.0,2689.0,600561.0,4170.0,20479103.0,https://kworb.net/spotify/country/nl_daily.html
17,-1,Mauvais djo - PilÃ© - Gospel (w/ Kano Choir),67.0,5.0,,84260.0,1749.0,605810.0,-7848.0,6830506.0,https://kworb.net/spotify/country/nl_daily.html
18,+3,Aitch - RMB (Ring My Bell),22.0,18.0,,82536.0,3051.0,514975.0,16798.0,1300602.0,https://kworb.net/spotify/country/nl_daily.html
19,-1,Sam Fender - Rein Me In (w/ Olivia Dean),163.0,5.0,,80512.0,-667.0,575423.0,-2669.0,16578519.0,https://kworb.net/spotify/country/nl_daily.html
20,-1,Teddy Swims - Mr. Know It All,110.0,18.0,,79897.0,-788.0,560414.0,1537.0,7027045.0,https://kworb.net/spotify/country/nl_daily.html
21,-1,Michael Jackson - Billie Jean,593.0,5.0,,79172.0,-1271.0,592788.0,-3326.0,25809979.0,https://kworb.net/spotify/country/nl_daily.html
22,=,Alex Warren - FEVER DREAM,152.0,1.0,(x8),73349.0,-2243.0,531444.0,-4436.0,17668449.0,https://kworb.net/spotify/country/nl_daily.html
23,=,Olivia Dean - Man I Need,347.0,1.0,(x14),69530.0,-2885.0,501343.0,335.0,49256291.0,https://kworb.net/spotify/country/nl_daily.html
24,+20,Ray & Beer - Zonnebank,8.0,24.0,,69432.0,13418.0,339903.0,43856.0,365479.0,https://kworb.net/spotify/country/nl_daily.html
25,+1,"Lil Kleine - Maak Me Nou Niet Gek (w/ Samuel Welten, De Amsterdamse Zomer)",96.0,1.0,(x5),66928.0,4.0,485394.0,3234.0,11343842.0,https://kworb.net/spotify/country/nl_daily.html
26,-2,Zara Larsson - Lush Life,1117.0,3.0,(x8),66500.0,-2062.0,491595.0,-2092.0,60678969.0,https://kworb.net/spotify/country/nl_daily.html
27,=,Samuel Welten - Echte Liefde Is Te Koop,494.0,1.0,(x21),66274.0,-332.0,505967.0,9488.0,54450220.0,https://kworb.net/spotify/country/nl_daily.html
28,=,Temper City - Self Aware,111.0,26.0,,65745.0,-717.0,447282.0,-2695.0,5843646.0,https://kworb.net/spotify/country/nl_daily.html
29,-4,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),109.0,1.0,(x10),64970.0,-2591.0,482400.0,-3828.0,12440774.0,https://kworb.net/spotify/country/nl_daily.html
30,+4,"Frsh - Rozen & Blaadjes (w/ Cristian D, LA$$A)",96.0,26.0,,63965.0,2139.0,447563.0,1275.0,5690655.0,https://kworb.net/spotify/country/nl_daily.html
31,-2,Oasis - Wonderwall - Remastered,100.0,18.0,,63260.0,-2626.0,470896.0,-7431.0,3701684.0,https://kworb.net/spotify/country/nl_daily.html
32,-2,Bebe Rexha - New Religion,47.0,29.0,,63213.0,-431.0,447819.0,320.0,2577793.0,https://kworb.net/spotify/country/nl_daily.html
33,=,Cameron Whitcomb - Kingdom of Fear,52.0,33.0,,61595.0,-840.0,427739.0,1718.0,2262500.0,https://kworb.net/spotify/country/nl_daily.html
34,-2,Dopebwoy - Stupid (Move It) (w/ AJ Tracey),5.0,19.0,,60712.0,-2018.0,343589.0,60712.0,343589.0,https://kworb.net/spotify/country/nl_daily.html
35,-4,Kevin - Jij Hebt Mij (w/ Roxy Dekker),89.0,1.0,(x18),60242.0,-2521.0,449809.0,-3745.0,13449078.0,https://kworb.net/spotify/country/nl_daily.html
36,-1,Bruno Mars - Risk It All,152.0,8.0,,59516.0,-2302.0,442990.0,-5415.0,12067027.0,https://kworb.net/spotify/country/nl_daily.html
37,-1,Olivia Rodrigo - stupid song,47.0,4.0,,59149.0,-1857.0,414351.0,-498.0,3706017.0,https://kworb.net/spotify/country/nl_daily.html
38,-1,Alex Warren - Ordinary,537.0,1.0,(x8),58808.0,-2073.0,426286.0,-1589.0,72385143.0,https://kworb.net/spotify/country/nl_daily.html
39,+1,Zara Larsson - Midnight Sun,258.0,20.0,,58343.0,-933.0,420128.0,-1665.0,16431706.0,https://kworb.net/spotify/country/nl_daily.html
40,+1,Shakira - Hips Don't Lie (w/ Wyclef Jean),222.0,34.0,,57697.0,21.0,413621.0,11647.0,7564451.0,https://kworb.net/spotify/country/nl_daily.html
41,-3,sombr - Homewrecker,173.0,12.0,,57271.0,-2181.0,419598.0,-5359.0,14530289.0,https://kworb.net/spotify/country/nl_daily.html
42,+1,Dominic Fike - Babydoll,188.0,3.0,(x1),56259.0,-685.0,399146.0,-1147.0,15705370.0,https://kworb.net/spotify/country/nl_daily.html
43,-4,Michael Jackson - Beat It,108.0,13.0,,56171.0,-3206.0,420419.0,-2936.0,8040652.0,https://kworb.net/spotify/country/nl_daily.html
44,+1,Antoon - De Enige,61.0,15.0,,56135.0,689.0,415081.0,-6487.0,4341041.0,https://kworb.net/spotify/country/nl_daily.html
45,-3,Effe Serieus - Baila de Gasolina,435.0,1.0,(x5),56117.0,-1519.0,444927.0,1473.0,37741986.0,https://kworb.net/spotify/country/nl_daily.html
46,=,"HUGEL - Movin' To The Sun (w/ Imael Angel, Ultra NatÃ©)",36.0,46.0,,55626.0,1457.0,364891.0,6559.0,1489097.0,https://kworb.net/spotify/country/nl_daily.html
47,=,The Goo Goo Dolls - Iris,1030.0,23.0,,55342.0,2155.0,377586.0,-8591.0,45130393.0,https://kworb.net/spotify/country/nl_daily.html
48,+1,TOTO - Africa,2858.0,10.0,,55287.0,2702.0,362110.0,7714.0,94185166.0,https://kworb.net/spotify/country/nl_daily.html
49,-1,Fleetwood Mac - Dreams - 2001 Remaster,106.0,31.0,,55046.0,2263.0,363171.0,6886.0,5613292.0,https://kworb.net/spotify/country/nl_daily.html
50,=,Noano - Ewa Safi (w/ Lil Kleine),75.0,1.0,(x4),52226.0,261.0,377578.0,-2982.0,8923992.0,https://kworb.net/spotify/country/nl_daily.html
51,=,Donnie - Waar Blijf Je Nou (w/ Senna),124.0,19.0,,51530.0,594.0,385894.0,-2745.0,8422327.0,https://kworb.net/spotify/country/nl_daily.html
52,+1,KATSEYE - Animal,5.0,45.0,,49329.0,114.0,263874.0,49329.0,263874.0,https://kworb.net/spotify/country/nl_daily.html
53,-1,Ariana Grande - hate that i made you love me,61.0,7.0,,48876.0,-1263.0,362056.0,-7881.0,5000965.0,https://kworb.net/spotify/country/nl_daily.html
54,+8,Bad Bunny - DtMF,345.0,1.0,(x6),46432.0,1483.0,356985.0,-7426.0,22205844.0,https://kworb.net/spotify/country/nl_daily.html
55,+1,Malcolm Todd - Earrings,103.0,36.0,,45682.0,-1640.0,329998.0,-6188.0,5113522.0,https://kworb.net/spotify/country/nl_daily.html
56,-2,Vance Joy - Riptide,2058.0,28.0,,45611.0,-3460.0,322504.0,-1882.0,63872046.0,https://kworb.net/spotify/country/nl_daily.html
57,+3,"ADF - Punta cana (w/ Ronnie Flex, DJ DYLVN, ADF Antje, Trapmoneybiggie, Carel)",96.0,1.0,(x1),45253.0,-145.0,355681.0,-9937.0,9394581.0,https://kworb.net/spotify/country/nl_daily.html
58,+3,RAYE - WHERE IS MY HUSBAND!,313.0,3.0,(x15),45154.0,-148.0,324409.0,-7.0,33810056.0,https://kworb.net/spotify/country/nl_daily.html
59,+4,SIENNA SPIRO - Material Lover - from The Devil Wears Prada 2 Original Motion Picture,26.0,51.0,,45060.0,520.0,317804.0,1811.0,1233471.0,https://kworb.net/spotify/country/nl_daily.html
60,+4,sombr - 12 to 12,368.0,8.0,,44606.0,302.0,303511.0,890.0,31860608.0,https://kworb.net/spotify/country/nl_daily.html
61,+6,"Robert van Hemert - Zoet, Zout, Zuur",857.0,3.0,(x1),44592.0,1971.0,333539.0,8055.0,64244094.0,https://kworb.net/spotify/country/nl_daily.html
62,-5,Journey - Don't Stop Believin' (2022 Remaster),751.0,43.0,,43609.0,-2130.0,318820.0,1907.0,27734222.0,https://kworb.net/spotify/country/nl_daily.html
63,+14,"ADF - Al Me Ladies (w/ Ronnie Flex, ADF Samski, Carel, Scarface)",26.0,37.0,,43129.0,2410.0,290088.0,252.0,1256460.0,https://kworb.net/spotify/country/nl_daily.html
64,+11,Robert van Hemert - Mona Lisa,494.0,5.0,,42734.0,1445.0,312278.0,7356.0,34245981.0,https://kworb.net/spotify/country/nl_daily.html
65,+1,"JustÄ - Turn The Lights Off (w/ Jaxstyle, Jon)",164.0,39.0,,42458.0,-1111.0,310254.0,-1364.0,7880613.0,https://kworb.net/spotify/country/nl_daily.html
66,+4,Mauvais djo - Maladie,60.0,27.0,,42425.0,235.0,317113.0,-11017.0,3452479.0,https://kworb.net/spotify/country/nl_daily.html
67,-12,Yves Berendse - Terug In De Tijd,797.0,1.0,(x33),42080.0,-6611.0,341582.0,781.0,87394957.0,https://kworb.net/spotify/country/nl_daily.html
68,-10,The Killers - Mr. Brightside,263.0,58.0,,41578.0,-4029.0,301929.0,-2428.0,9761707.0,https://kworb.net/spotify/country/nl_daily.html
69,-1,SIENNA SPIRO - Great Expectation,24.0,68.0,,41551.0,-963.0,273033.0,3816.0,922676.0,https://kworb.net/spotify/country/nl_daily.html
70,-1,"Trobi - Hoog (w/ KA, Yade Lauren)",89.0,5.0,,41506.0,-701.0,298822.0,-4119.0,7635725.0,https://kworb.net/spotify/country/nl_daily.html
71,+3,Olivia Dean - So Easy (To Fall In Love),306.0,5.0,,41372.0,-376.0,301633.0,-149.0,29639901.0,https://kworb.net/spotify/country/nl_daily.html
72,+1,Harry Styles - American Girls,145.0,3.0,(x1),41366.0,-390.0,294036.0,-1535.0,12037537.0,https://kworb.net/spotify/country/nl_daily.html
73,-8,Alyssa Grace - bloodstream,46.0,62.0,,41202.0,-2609.0,278513.0,6089.0,1732908.0,https://kworb.net/spotify/country/nl_daily.html
74,-15,Wesly Bronkhorst - Amalia,1079.0,8.0,,41099.0,-4369.0,333425.0,8759.0,48682725.0,https://kworb.net/spotify/country/nl_daily.html
75,+1,Bruno Mars - Locked out of Heaven,554.0,11.0,,40983.0,-283.0,295548.0,-1485.0,19825507.0,https://kworb.net/spotify/country/nl_daily.html
76,+14,Silva Bumpa - On 2nite,31.0,72.0,,39659.0,2953.0,262385.0,2044.0,1137186.0,https://kworb.net/spotify/country/nl_daily.html
77,-6,"Frsh - Exotisch (Sangria) (w/ 3robi, LA$$A)",5.0,34.0,,39605.0,-2366.0,240300.0,39605.0,240300.0,https://kworb.net/spotify/country/nl_daily.html
78,-6,Olivia Rodrigo - the cure,68.0,8.0,,39403.0,-2490.0,281864.0,-2372.0,4695181.0,https://kworb.net/spotify/country/nl_daily.html
79,+2,Dave - Raindance (w/ Tems),278.0,3.0,(x6),38538.0,-829.0,275905.0,-4251.0,25535619.0,https://kworb.net/spotify/country/nl_daily.html
80,-1,JoeyAK - BACK,13.0,2.0,(x1),38475.0,-1198.0,337562.0,-28709.0,929814.0,https://kworb.net/spotify/country/nl_daily.html
81,-1,Samuel Welten - Uitslover (w/ Bankzitters),152.0,9.0,,38182.0,-1360.0,300522.0,-1635.0,12002586.0,https://kworb.net/spotify/country/nl_daily.html
82,+23,"HUGEL - I Adore You (w/ Topic, Arash, Daecolm)",704.0,16.0,,38154.0,3961.0,259621.0,3646.0,42101993.0,https://kworb.net/spotify/country/nl_daily.html
83,=,Ravyn Lenae - Love Me Not,505.0,8.0,,38078.0,-586.0,269187.0,-2661.0,33341459.0,https://kworb.net/spotify/country/nl_daily.html
84,-2,STELLA LEFTY - Boston,53.0,82.0,,37545.0,-1200.0,252952.0,2680.0,1720435.0,https://kworb.net/spotify/country/nl_daily.html
85,-7,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",1588.0,47.0,,37062.0,-2854.0,267434.0,1255.0,55183115.0,https://kworb.net/spotify/country/nl_daily.html
86,+10,Calvin Harris - Blessings (w/ Clementine Douglas),440.0,7.0,,36945.0,1237.0,260715.0,-329.0,27948524.0,https://kworb.net/spotify/country/nl_daily.html
87,-3,Bella Kay - iloveitiloveitiloveit,162.0,1.0,(x4),36815.0,-1485.0,258007.0,-359.0,14654838.0,https://kworb.net/spotify/country/nl_daily.html
88,+15,Bad Bunny - NUEVAYoL,292.0,3.0,(x1),36295.0,1881.0,258447.0,-1371.0,14458751.0,https://kworb.net/spotify/country/nl_daily.html
89,+18,Frenna - ZAAZAA (w/ Shallipopi),431.0,1.0,(x86),36179.0,2141.0,260501.0,-2301.0,49009671.0,https://kworb.net/spotify/country/nl_daily.html
90,-1,Don Miguelo - Y Que Fue?,69.0,66.0,,36013.0,-1288.0,280176.0,-4467.0,2221538.0,https://kworb.net/spotify/country/nl_daily.html
91,-6,Billy Joel - Piano Man,673.0,17.0,,35914.0,-1748.0,259533.0,2499.0,21504100.0,https://kworb.net/spotify/country/nl_daily.html
92,-1,Bruno Mars - On My Soul,45.0,36.0,,35749.0,-547.0,257155.0,376.0,2003108.0,https://kworb.net/spotify/country/nl_daily.html
93,=,Dire Straits - Sultans Of Swing,1672.0,31.0,,35591.0,-603.0,253651.0,1532.0,54767488.0,https://kworb.net/spotify/country/nl_daily.html
94,-6,Mac Miller - Cinderella (w/ Ty Dolla $ign),58.0,57.0,,35146.0,-2167.0,257750.0,-4292.0,2430373.0,https://kworb.net/spotify/country/nl_daily.html
95,+16,Sven Versteeg - Blikkendag (w/ Likke PÃªhp),532.0,3.0,(x2),35055.0,1617.0,266331.0,3529.0,37051866.0,https://kworb.net/spotify/country/nl_daily.html
96,-2,Men At Work - Down Under,113.0,81.0,,34978.0,-1032.0,254231.0,-62.0,4023086.0,https://kworb.net/spotify/country/nl_daily.html
97,-10,Coldplay - Viva La Vida,1482.0,16.0,,34905.0,-2672.0,256011.0,30.0,58202922.0,https://kworb.net/spotify/country/nl_daily.html
98,-1,sombr - My Body Isn't Ready,32.0,56.0,,34826.0,-756.0,249264.0,-6322.0,1321397.0,https://kworb.net/spotify/country/nl_daily.html
99,-4,Myles Smith - Drive Safe (w/ Niall Horan),165.0,78.0,,34480.0,-1236.0,243134.0,-543.0,5477495.0,https://kworb.net/spotify/country/nl_daily.html
100,+13,"Russo - Pakt Mij (w/ Mart Hoogkamer, De Amsterdamse Zomer)",40.0,20.0,,34431.0,1184.0,254241.0,-747.0,2108214.0,https://kworb.net/spotify/country/nl_daily.html
101,+5,Ella Langley - Choosin' Texas,45.0,101.0,,34351.0,218.0,237834.0,1039.0,1390811.0,https://kworb.net/spotify/country/nl_daily.html
102,+12,Flaire - Door Het Oog Van De Nacht,4.0,102.0,,34320.0,1096.0,130595.0,34320.0,130595.0,https://kworb.net/spotify/country/nl_daily.html
103,-11,Harry Styles - Sign of the Times,318.0,26.0,,34274.0,-2013.0,249803.0,-4250.0,13873929.0,https://kworb.net/spotify/country/nl_daily.html
104,-18,Natasha Bedingfield - Unwritten,814.0,17.0,,34218.0,-3369.0,249919.0,-3219.0,36282354.0,https://kworb.net/spotify/country/nl_daily.html
105,+16,WizTheMc - Show Me Love (w/ bees & honey),393.0,8.0,,34070.0,1838.0,243095.0,1714.0,30371217.0,https://kworb.net/spotify/country/nl_daily.html
106,-7,Disney - Zoo (w/ Shakira),193.0,22.0,,34005.0,-1356.0,261753.0,-3154.0,10631826.0,https://kworb.net/spotify/country/nl_daily.html
107,+5,Taylor Swift - The Fate of Ophelia,299.0,1.0,(x68),33966.0,654.0,235902.0,826.0,37259057.0,https://kworb.net/spotify/country/nl_daily.html
108,-7,Dominic Fike - White Keys,191.0,8.0,,33890.0,-1259.0,242601.0,-3087.0,13375487.0,https://kworb.net/spotify/country/nl_daily.html
109,-9,The Police - Every Breath You Take,1024.0,12.0,,33880.0,-1419.0,242246.0,-1236.0,39891550.0,https://kworb.net/spotify/country/nl_daily.html
110,+7,sombr - back to friends,495.0,12.0,,33852.0,1089.0,227784.0,409.0,31834882.0,https://kworb.net/spotify/country/nl_daily.html
111,-9,Michael Jackson - Human Nature,94.0,17.0,,33735.0,-722.0,246972.0,-2258.0,5723920.0,https://kworb.net/spotify/country/nl_daily.html
